recipe,ingredient,quantity
Gỏi Chân Gà Tôm Chua,Sả bào mỏng,10g
Gỏi Chân Gà Tôm Chua,Ớt sừng,2 trái
Gỏi Chân Gà Tôm Chua,Ớt hiểm,2 trái
Gỏi Chân Gà Tôm Chua,Tỏi,5 tép
Gỏi Chân Gà Tôm Chua,Mè trắng rang giã dập,2M
Gỏi Chân Gà Tôm Chua,Húng lủi,
Gỏi Chân Gà Tôm Chua,"Nước mắm, đường",
Chả Giò Cá,Phi lê cá lóc,200g
Chả Giò Cá,Giò sống,100g
Chả Giò Cá,Cà rốt,1/2 củ
Chả Giò Cá,Bún tàu,1 lọn
Chả Giò Cá,Nấm mèo,1 tai
Chả Giò Cá,Hành lá,3 nhánh
Chả Giò Cá,Trứng gà,2 quả
Chả Giò Cá,Bột chiên xù,100g
Chả Giò Cá,Bánh tráng bía,
Chả Giò Cá,Tiêu,
Canh Cá Thác Lác Nấu Hoa,Cá thác lác,150g
Canh Cá Thác Lác Nấu Hoa,Cà chua,1 trái
Canh Cá Thác Lác Nấu Hoa,Bông bí,50g
Canh Cá Thác Lác Nấu Hoa,Bông hẹ,50g
Canh Cá Thác Lác Nấu Hoa,Bông thiên lý,50g
Canh Cá Thác Lác Nấu Hoa,Me,50g
Canh Cá Thác Lác Nấu Hoa,Hành lá,4 đầu
Canh Cá Thác Lác Nấu Hoa,"Tỏi phi, ớt sừng, ngò gai",
Canh Cá Thác Lác Nấu Hoa,"Rau om, muối, đường, nước mắm",
Salad Măng Cụt,"Tôm sú lột vỏ, chừa đuôi, chẻ lưng",200g
Salad Măng Cụt,Măng cụt,1.5 kg
Salad Măng Cụt,"Hạt điều khô, rang vàng, giã bể",50g
Salad Măng Cụt,Húng lủi cắt nhỏ,1M
Salad Măng Cụt,Sữa đặc,2M
Salad Măng Cụt,Sữa chua dâu,1 hủ
Salad Măng Cụt,"Dầu ăn, muối",
Thịt Heo Quay Kho Củ Hũ Dừa,Thịt heo quay,600g
Thịt Heo Quay Kho Củ Hũ Dừa,Củ hũ dừa,300g
Thịt Heo Quay Kho Củ Hũ Dừa,Nước dừa tươi,1 chén
Thịt Heo Quay Kho Củ Hũ Dừa,Ớt sừng,2 trái
Thịt Heo Quay Kho Củ Hũ Dừa,Ớt hiểm,2 trái
Thịt Heo Quay Kho Củ Hũ Dừa,Hành tím băm Hành lá,
Thịt Heo Quay Kho Củ Hũ Dừa,"Muối, tiêu, đường, nước mắm, màu dầu điều",
Bao Tử Xào Đông Cô,Bao tử heo,300g
Bao Tử Xào Đông Cô,Nấm đông cô,10 tai
Bao Tử Xào Đông Cô,Cà rốt,1/2 củ
Bao Tử Xào Đông Cô,Hành tây,1/2 củ
Bao Tử Xào Đông Cô,Cần tây cọng non,
Bao Tử Xào Đông Cô,"Tỏi băm, gừng xắt sợi, ớt sừng",
Bao Tử Xào Đông Cô,"Bột năng, đường, tiêu, muối",
Bao Tử Xào Đông Cô,"Dầu mè, dầu ăn",
Bao Tử Xào Đông Cô,Nước tương LISA,
Canh Khế Cá Cơm,Cá cơm tươi,100g
Canh Khế Cá Cơm,Khế chua,3 trái
Canh Khế Cá Cơm,Rau răm,1 ít
Canh Khế Cá Cơm,Cà chua,1 trái
Canh Khế Cá Cơm,Hành tím băm,1M
Canh Khế Cá Cơm,"Ớt bột, nước mắm, dầu ăn",
Bánh Khoai Mì Trứng Cút,Khoai mì nấu chín,400g
Bánh Khoai Mì Trứng Cút,Chả lụa cắt hạt lựu,50g
Bánh Khoai Mì Trứng Cút,Trứng cút,12 quả
Bánh Khoai Mì Trứng Cút,Ham cắt lát,2 miếng
Bánh Khoai Mì Trứng Cút,Hành lá cắt nhỏ,1/2 chén
Bánh Khoai Mì Trứng Cút,Mè trắng rang,2M
Bánh Khoai Mì Trứng Cút,Hành tím phi bóp nhỏ,
Bánh Khoai Mì Trứng Cút,Cọng ngò rí băm,
Bánh Khoai Mì Trứng Cút,"Muối, dầu ăn, tương ớt",
Lòng Heo Xào Thơm,Gan heo,100g
Lòng Heo Xào Thơm,Tim heo,100g
Lòng Heo Xào Thơm,Lòng non,100g
Lòng Heo Xào Thơm,Thơm,1/4 trái
Lòng Heo Xào Thơm,Ớt Đà Lạt đỏ,1/2 trái
Lòng Heo Xào Thơm,Cần tây,50g
Lòng Heo Xào Thơm,Hành tây,1/2 củ
Lòng Heo Xào Thơm,Hành tỏi băm,
Lòng Heo Xào Thơm,"Gừng, hành lá, rau răm, ngò rí",
Lòng Heo Xào Thơm,"Đường, muối, tiêu, dầu ăn, rượu trắng",
Đông Cô Hấp Tôm,Tôm thẻ,300g
Đông Cô Hấp Tôm,Cá thác lác,50g
Đông Cô Hấp Tôm,Mỡ gáy,20g
Đông Cô Hấp Tôm,Lòng trắng trứng,1/2 cái
Đông Cô Hấp Tôm,Nước dùng,1 chén
Đông Cô Hấp Tôm,Nấm đông cô khô,10 tai
Đông Cô Hấp Tôm,Cà rốt,1/4 củ
Đông Cô Hấp Tôm,Hành lá,5 cọng
Đông Cô Hấp Tôm,Bột năng pha loãng,
Đông Cô Hấp Tôm,"Gừng sợi, ớt sợi ngâm xoăn",
Đông Cô Hấp Tôm,"Tiêu, đường, dầu ăn",
Đậu Hũ Hấp Tôm,Trứng gà,4 quả
Đậu Hũ Hấp Tôm,Tôm lột vỏ cắt hạt lựu,100g
Đậu Hũ Hấp Tôm,Đậu hũ cắt hạt lựu,1/2 miếng
Đậu Hũ Hấp Tôm,Đậu petit poise luộc sẵn,2M
Đậu Hũ Hấp Tôm,Cà rốt cắt hạt lựu,2M
Đậu Hũ Hấp Tôm,Nấm rơm cắt hạt lựu,2M
Đậu Hũ Hấp Tôm,Nấm mèo cắt sợi,1M
Đậu Hũ Hấp Tôm,"Dầu mè, tiêu, đường",
Salad Dưa Leo Thịt Gà,Má đùi gà,150g
Salad Dưa Leo Thịt Gà,Dưa leo,1 trái
Salad Dưa Leo Thịt Gà,Rau mầm,30g
Salad Dưa Leo Thịt Gà,Bắp cải tím,30g
Salad Dưa Leo Thịt Gà,Ớt sừng,1 trái
Salad Dưa Leo Thịt Gà,Hành tỏi băm,
Salad Dưa Leo Thịt Gà,"Muối, tiêu, đường, dầu ăn",
Tàu Hủ Ky Cuộn Mực Chiên,Tàu hủ ky tươi,20 miếng (cắt vuông cạnh 12cm)
Tàu Hủ Ky Cuộn Mực Chiên,Mực lá xay sơ,200g
Tàu Hủ Ky Cuộn Mực Chiên,Giò sống,50g
Tàu Hủ Ky Cuộn Mực Chiên,Khoai môn cắt sợi nhỏ,50g
Tàu Hủ Ky Cuộn Mực Chiên,Khoai lang cắt sợi nhỏ,50g
Tàu Hủ Ky Cuộn Mực Chiên,Cọng cần tàu cắt nhỏ,2M
Tàu Hủ Ky Cuộn Mực Chiên,Tỏi phi,2M
Tàu Hủ Ky Cuộn Mực Chiên,Ớt sừng băm,2M
Tàu Hủ Ky Cuộn Mực Chiên,Bột năng,2M
Tàu Hủ Ky Cuộn Mực Chiên,"Dầu ăn, tiêu, xốt mè",
Tàu Hủ Ky Cuộn Mực Chiên,Trang trí,Xà lách
Mực Nhúng Giấm,Mực ống,500g
Mực Nhúng Giấm,Sả,4 cây
Mực Nhúng Giấm,Hành tây,1 củ
Mực Nhúng Giấm,Gừng nhỏ,1 củ
Mực Nhúng Giấm,Hành tím,5 củ
Mực Nhúng Giấm,Tỏi,2 tép
Mực Nhúng Giấm,Nước dừa tươi,1 trái
Mực Nhúng Giấm,Ngò rí,100g
Mực Nhúng Giấm,Bánh tráng,
Mực Nhúng Giấm,"Xà lách, rau thơm, dưa leo, chuối chát, khế chua, tía tô, ớt hiểm xanh",
Mực Nhúng Giấm,"Đường, muối, nước mắm",
Vịt Nấu Sake,Thịt vịt,900g
Vịt Nấu Sake,Sake,200g
Vịt Nấu Sake,Chao đỏ,1M
Vịt Nấu Sake,Chao trắng,1M
Vịt Nấu Sake,Rau muống cọng,300g
Vịt Nấu Sake,Sả đập dập cắt khúc,3 cây
Vịt Nấu Sake,Hành tây,1/2 củ
Vịt Nấu Sake,Nước dừa tươi,1.5 lít
Vịt Nấu Sake,Hành tỏi băm,
Vịt Nấu Sake,Bún,
Vịt Nấu Sake,"Muối, tiêu, đường, dầu ăn, dầu màu điều",
Canh Riêu Cua,Cua xay nhuyễn,200g
Canh Riêu Cua,Gạch cua,
Canh Riêu Cua,Cà chua chín,2 trái
Canh Riêu Cua,Thì là,80g
Canh Riêu Cua,Hành lá,6 cây
Canh Riêu Cua,Cơm mẻ,
Canh Riêu Cua,Dầu ăn,
Bánh Ướt Xào Hải Sản,Bánh ướt,300g
Bánh Ướt Xào Hải Sản,"Tôm sú bóc vỏ, chừa đuôi",100g
Bánh Ướt Xào Hải Sản,Mực lá,100g
Bánh Ướt Xào Hải Sản,Ớt chuông xanh,1/4 trái
Bánh Ướt Xào Hải Sản,Ớt chuông đỏ,1/4 trái
Bánh Ướt Xào Hải Sản,Ớt chuông vàng,1/4 trái
Bánh Ướt Xào Hải Sản,Hành tây,1/4 trái
Bánh Ướt Xào Hải Sản,Tỏi băm,2M
Bánh Ướt Xào Hải Sản,Gừng băm,2M
Bánh Ướt Xào Hải Sản,"Tiêu, dầu ăn, tương ớt,dầu mè, dầu hào",
Bánh Ướt Xào Hải Sản,Trang trí,"Ớt cắt sợi, ngò rí"
Thịt Ba Chỉ Nướng Trái Cây,Thịt ba chỉ không da,200g
Thịt Ba Chỉ Nướng Trái Cây,Nước cốt hành,1m
Thịt Ba Chỉ Nướng Trái Cây,Nước cốt tỏi,1m
Thịt Ba Chỉ Nướng Trái Cây,Nước cốt thơm,1M
Thịt Ba Chỉ Nướng Trái Cây,Thơm,1/4 trái
Thịt Ba Chỉ Nướng Trái Cây,Đậu que,5 cọng
Thịt Ba Chỉ Nướng Trái Cây,Lê,1 trái
Thịt Ba Chỉ Nướng Trái Cây,"Tương ớt, mật ong, tiêu, dầu ăn",
Gỏi Thanh Long,Tôm sú,200g
Gỏi Thanh Long,Thanh long,1 trái
Gỏi Thanh Long,Thơm,1/4 trái
Gỏi Thanh Long,Lê,1 trái
Gỏi Thanh Long,Húng lủi,1 ít
Gỏi Thanh Long,Sữa đặc có đường,
Gỏi Thanh Long,"Nước cam, nước cốt chanh",
Gỏi Thanh Long,Bột năng pha loãng,
Gỏi Thanh Long,Rượu Brandy,
Gỏi Thanh Long,"Muối, tiêu",
Gà Nướng Táo,Gà góc tư,1 miếng
Gà Nướng Táo,Thính bánh mì,100g
Gà Nướng Táo,Bơ,20g
Gà Nướng Táo,Táo xanh,1 trái
Gà Nướng Táo,Chanh,1 miếng
Gà Nướng Táo,Cà chua,1 trái
Gà Nướng Táo,Xà lách,1 cây
Gà Nướng Táo,"Tỏi băm, tiêu",
Gà Nướng Táo,Rượu vang trắng,
Gà Nướng Táo,Xốt Mayonnaise LISA,
Thịt Gà Kho Kim Chi,Đùi gà góc tư,300g
Thịt Gà Kho Kim Chi,Kim chi cải thảo Hàn quốc,250g (Thêm 1 chén nước kim chi)
Thịt Gà Kho Kim Chi,Củ cải trắng,150g
Thịt Gà Kho Kim Chi,Hẹ lá,5 cây
Thịt Gà Kho Kim Chi,Gừng cắt sợi,2M
Thịt Gà Kho Kim Chi,Hành tỏi băm,2M
Thịt Gà Kho Kim Chi,"Tiêu, đường, dầu ăn",
Gà Chiên Lạp Xưởng,Cánh gà,6 cái
Gà Chiên Lạp Xưởng,Lạp xưởng,3 cây
Gà Chiên Lạp Xưởng,Cần tây,2 cây
Gà Chiên Lạp Xưởng,Cải bẹ xanh,2 cây
Gà Chiên Lạp Xưởng,Ớt hiểm băm,
Gà Chiên Lạp Xưởng,"Nước cốt chanh, nước hành, nước tỏi",
Gà Chiên Lạp Xưởng,"Tiêu, dầu ăn, tương ớt",
Gỏi Dưa Leo Khô Cá,Dưa leo,1kg
Gỏi Dưa Leo Khô Cá,Cà rốt,100g
Gỏi Dưa Leo Khô Cá,Tàu hũ ky khô,50g
Gỏi Dưa Leo Khô Cá,Chao,3-5 viên
Gỏi Dưa Leo Khô Cá,Bánh phồng tôm,1 gói
Gỏi Dưa Leo Khô Cá,Hành boaro,1 cây
Gỏi Dưa Leo Khô Cá,"Kiệu chua, ớt hiểm, ớt sừng",
Gỏi Dưa Leo Khô Cá,Mè trắng rang,
Gỏi Dưa Leo Khô Cá,"Đậu phộng rang, rau húng quế",
Gỏi Dưa Leo Khô Cá,"Muối, đường, bột mì",
Gỏi Dưa Leo Khô Cá,Nước tương LISA,
Gỏi Bông Thiên Lý Chay,Bông thiên lý,300g
Gỏi Bông Thiên Lý Chay,Thịt ba rọi chay,100g
Gỏi Bông Thiên Lý Chay,Tôm chay,100g
Gỏi Bông Thiên Lý Chay,Cà rốt,50g
Gỏi Bông Thiên Lý Chay,Rau húng lủi,50g
Gỏi Bông Thiên Lý Chay,Bánh phồng tôm,1 gói
Gỏi Bông Thiên Lý Chay,Thơm,1/4 trái
Gỏi Bông Thiên Lý Chay,Hành boaro,1 cây
Gỏi Bông Thiên Lý Chay,Ớt sừng,2 trái
Gỏi Bông Thiên Lý Chay,Củ kiệu ngâm chua băm,2M
Gỏi Bông Thiên Lý Chay,Đậu phộng,50g
Gỏi Bông Thiên Lý Chay,Tắc trái,300g
Gỏi Bông Thiên Lý Chay,Nước dừa,1 chén
Gỏi Bông Thiên Lý Chay,"Muối, tiêu, đường",
Gỏi Bông Thiên Lý Chay,Nước tương LISA,
Gà Chiên Bơ,Thịt ức gà,250g
Gà Chiên Bơ,Khoai tây,250g
Gà Chiên Bơ,Lá quế,10 lá
Gà Chiên Bơ,"Bột năng Bơ tươi, tiêu, dầu ăn, sữa tươi có đường, sữa đặc có đường",
Bánh Rán Nhân Cua,Bột mì,20g
Bánh Rán Nhân Cua,Thịt cua,60g
Bánh Rán Nhân Cua,Hành boaro,50g
Bánh Rán Nhân Cua,Hành tây,50g
Bánh Rán Nhân Cua,Phô mai sợi,80g
Bánh Rán Nhân Cua,Cà rốt,50g
Bánh Rán Nhân Cua,Sữa hộp không đường,200ml
Bánh Rán Nhân Cua,Trứng gà,1 quả
Bánh Rán Nhân Cua,"Bơ lạt, muối, tiêu, rượu trắng",
Bánh Mì Nướng Xốt Cà,Bánh mì baguette,1 ổ
Bánh Mì Nướng Xốt Cà,Cà chua,3 trái
Bánh Mì Nướng Xốt Cà,Hành tím,5 củ
Bánh Mì Nướng Xốt Cà,Tỏi,8 tép
Bánh Mì Nướng Xốt Cà,Húng quế tây,10 lá
Bánh Mì Nướng Xốt Cà,Nấm rơm,100g
Bánh Mì Nướng Xốt Cà,Ngò tây,1 ít
Bánh Mì Nướng Xốt Cà,"Muối, tiêu, đường",
Bánh Mì Nướng Xốt Cà,"Bơ lạt, nước cốt chanh, bột ớt",
Mì Gói Xào Bò,Mì gói,2 gói
Mì Gói Xào Bò,Thịt bò,150g
Mì Gói Xào Bò,Nấm linh chi,50g
Mì Gói Xào Bò,Cà rốt,30g
Mì Gói Xào Bò,Cải ngọt,60g
Mì Gói Xào Bò,Hành tây,1/2 củ
Mì Gói Xào Bò,"Tỏi băm, tiêu, dầu ăn, đường, bột năng",
Miến Măng Gà,Gà ta,1/2 con
Miến Măng Gà,Lòng gà,1 bộ
Miến Măng Gà,Măng khô,200g
Miến Măng Gà,Miến đậu xanh,400g
Miến Măng Gà,Cà rốt,50g
Miến Măng Gà,Nước dùng nấu từ xương gà,"1,5 lít"
Miến Măng Gà,"Hành lá, rau răm, hành phi, ớt Muối, tiêu, nước mắm, đường phèn",
Chân Giò Ninh Măng Lưỡi Lợn,Giò heo,500g
Chân Giò Ninh Măng Lưỡi Lợn,Măng lưỡi lợn,50g
Chân Giò Ninh Măng Lưỡi Lợn,Miến dong,10g
Chân Giò Ninh Măng Lưỡi Lợn,Nấm mèo,3 tai
Chân Giò Ninh Măng Lưỡi Lợn,Hành tím,5 củ
Chân Giò Ninh Măng Lưỡi Lợn,Hành tím băm,2M
Chân Giò Ninh Măng Lưỡi Lợn,"Muối, tiêu, dầu ăn, nước mắm",
Chân Giò Ninh Măng Lưỡi Lợn,"Ngò rí, hành lá",
Canh Bắp Cải Gói Thịt,Thịt xay,150g
Canh Bắp Cải Gói Thịt,Giò sống,50g
Canh Bắp Cải Gói Thịt,Nước hầm xương,1 lít
Canh Bắp Cải Gói Thịt,Bắp cải trắng,1 cái
Canh Bắp Cải Gói Thịt,Nấm mèo,2 tai
Canh Bắp Cải Gói Thịt,Nấm hương,5 tai
Canh Bắp Cải Gói Thịt,Cà rốt,1 củ
Canh Bắp Cải Gói Thịt,"Hành lá, ngò rí",
Canh Bắp Cải Gói Thịt,"Muối, tiêu, hành phi, nước mắm",
Gân Bò Ngâm Chua Ngọt,Gân bò,400g
Gân Bò Ngâm Chua Ngọt,Đường phèn,500gc
Gân Bò Ngâm Chua Ngọt,Tỏi,10 tép
Gân Bò Ngâm Chua Ngọt,Ớt sừng,2 trái
Gân Bò Ngâm Chua Ngọt,Gừng,1 củ
Gân Bò Ngâm Chua Ngọt,Hũ thủy tinh (keo),1 cái
Gân Bò Ngâm Chua Ngọt,Thanh tre,4 cây
Gân Bò Ngâm Chua Ngọt,"Muối, muối hột, đường",
Bò Nướng Sa Tế,Bò phi lê,600g
Bò Nướng Sa Tế,Sả băm,20g
Bò Nướng Sa Tế,Sả,2 cây
Bò Nướng Sa Tế,Tỏi băm,2M
Bò Nướng Sa Tế,Hành tím băm,2M
Bò Nướng Sa Tế,Ớt băm,2M
Bò Nướng Sa Tế,Cọng ngò rí cắt nhỏ,2M
Bò Nướng Sa Tế,"Dầu ăn, nước mắm, sữa đặc, ớt bột nhuyễn",
Bò Nướng Sa Tế,Trang trí,"xà lách dún xanh, cà chua Ăn kèm nước tương và bánh mì"
Tôm Xào Bông Cải,Tôm sú tươi,250g
Tôm Xào Bông Cải,Tôm viên,100g
Tôm Xào Bông Cải,Bông cải trắng,100g
Tôm Xào Bông Cải,Bông cải xanh,100g
Tôm Xào Bông Cải,Cà rốt,100g
Tôm Xào Bông Cải,Hạt điều rang,50g
Tôm Xào Bông Cải,Hành tây,1 củ
Tôm Xào Bông Cải,Nước dừa tươi,1/2 chén
Tôm Xào Bông Cải,"Tỏi băm, muối, tiêu, bột năng",
Tôm Xào Bông Cải,"Hành lá, ngò rí, ớt, hành tím băm",
Lẩu Chem Chép Tía Tô,Chem chép,500g
Lẩu Chem Chép Tía Tô,Nghêu,500g
Lẩu Chem Chép Tía Tô,Ốc bươu sơ chế sạch,100g
Lẩu Chem Chép Tía Tô,Giò sống,100g
Lẩu Chem Chép Tía Tô,Nấm mèo cắt nhỏ,1M
Lẩu Chem Chép Tía Tô,Nấm rơm búp,100g
Lẩu Chem Chép Tía Tô,Cà chua,2 trái
Lẩu Chem Chép Tía Tô,Rau tía tô,1 chén
Lẩu Chem Chép Tía Tô,"Hành, tỏi băm",
Lẩu Chem Chép Tía Tô,"Gừng băm, sả cây đập dập",
Lẩu Chem Chép Tía Tô,Bún,
Lẩu Chem Chép Tía Tô,Nấm bào ngư,
Lẩu Chem Chép Tía Tô,Đậu hũ chiên,
Lẩu Chem Chép Tía Tô,"Bông súng, rau muống, rau nhút",
Lẩu Chem Chép Tía Tô,"Đường, tiêu, dầu ăn",
Gỏi Đu Đủ Ba Khía,Đu đủ xanh bào sợi,300g
Gỏi Đu Đủ Ba Khía,Ba khía,150g
Gỏi Đu Đủ Ba Khía,Đậu đũa,5 trái
Gỏi Đu Đủ Ba Khía,Cà chua,2 trái
Gỏi Đu Đủ Ba Khía,"Ớt băm, tỏi băm",
Gỏi Đu Đủ Ba Khía,Tỏi cắt lát mỏng,4 tép
Gỏi Đu Đủ Ba Khía,Hành tím cắt mỏng,4 củ
Gỏi Đu Đủ Ba Khía,"Ớt sừng cắt sợi Đậu phộng rang, lá húng quế",
Gỏi Đu Đủ Ba Khía,"Đường, nước mắm",
Gỏi Đu Đủ Ba Khía,Trang trí,Ngò rí
Cá Nướng Chấm Muối Ớt Xanh,Cá điêu hồng (,1 con) 500g
Cá Nướng Chấm Muối Ớt Xanh,Ớt sừng,1 trái
Cá Nướng Chấm Muối Ớt Xanh,Ớt hiểm xanh,2M
Cá Nướng Chấm Muối Ớt Xanh,Ớt chuông xanh,150g
Cá Nướng Chấm Muối Ớt Xanh,Cà rốt ngâm chua,50g
Cá Nướng Chấm Muối Ớt Xanh,Tỏi tép,5 tép
Cá Nướng Chấm Muối Ớt Xanh,Cải bẹ xanh,600g
Cá Nướng Chấm Muối Ớt Xanh,Hành tây,1/2 củ
Cá Nướng Chấm Muối Ớt Xanh,"Đường, muối, nước cốt chanh",
Canh Ốc Thì Là,Thịt ốc bươu,200g
Canh Ốc Thì Là,Giò sống,150g
Canh Ốc Thì Là,Cà chua,3 trái
Canh Ốc Thì Là,Rau thì là,50g
Canh Ốc Thì Là,Hành lá,5 cọng
Canh Ốc Thì Là,Ớt hiểm đập dập,1 trái
Canh Ốc Thì Là,Tỏi băm Cơm mẻ,2M
Canh Ốc Thì Là,"Muối, tiêu, dầu ăn, đường",
Canh Cải Chua Nấu Cá Cơm,Cá cơm,100g
Canh Cải Chua Nấu Cá Cơm,Cải chua,200g
Canh Cải Chua Nấu Cá Cơm,Cà chua,1 trái
Canh Cải Chua Nấu Cá Cơm,"Rau om, ngò gai",
Canh Cải Chua Nấu Cá Cơm,"Ớt bột, hành tím",
Canh Cải Chua Nấu Cá Cơm,"Dầu ăn, muối, nước mắm, ớt hiểm",
Cá Tai Tượng Hấp,Cá tai tượng,1 con ( khoảng 1kg)
Cá Tai Tượng Hấp,Củ sắn,150g
Cá Tai Tượng Hấp,Cà rốt,100g
Cá Tai Tượng Hấp,Đậu phộng rang,
Cá Tai Tượng Hấp,"Hành lá, tỏi băm, ớt băm",
Cá Tai Tượng Hấp,"Bánh tráng, bún",
Cá Tai Tượng Hấp,"Xà lách, rau thơm",
Cá Tai Tượng Hấp,"Muối, tiêu, đường, dầu ăn, nước mắm",
Cá Tai Tượng Hấp,Giấm gạo lên men của Ajinomoto,
Cá Chiên Hoa Cúc,Phi lê cá lóc,300g
Cá Chiên Hoa Cúc,Trứng gà ta,2 quả
Cá Chiên Hoa Cúc,"Ớt Đà Lạt xanh, đỏ",100g
Cá Chiên Hoa Cúc,Hành tây,30g
Cá Chiên Hoa Cúc,Bột chiên giòn,100g
Cá Chiên Hoa Cúc,"Hành tím băm, tỏi băm",
Cá Chiên Hoa Cúc,"Tiêu, đường, dầu điều",
Cá Chiên Hoa Cúc,"Dầu ăn, bột năng",
Cá Chiên Hoa Cúc,Xốt cà hộp,
Canh Boaro Nấu Đậu Hũ Non,Thịt nạc dăm,100g
Canh Boaro Nấu Đậu Hũ Non,Boarô,200g
Canh Boaro Nấu Đậu Hũ Non,Cà rốt,50g
Canh Boaro Nấu Đậu Hũ Non,Đậu hũ non,1 cây
Canh Boaro Nấu Đậu Hũ Non,"Hành tím băm, ngò rí",
Canh Boaro Nấu Đậu Hũ Non,"Nước mắm, tiêu, đường, muối, dầu ăn",
Hến Xào Mít,Thịt hến,150g
Hến Xào Mít,Mít luộc,150g
Hến Xào Mít,Mè rang,2M
Hến Xào Mít,Ớt sừng,1 trái
Hến Xào Mít,Ớt bột,1M
Hến Xào Mít,Nước nghệ tươi,2M
Hến Xào Mít,Rau húng lủi Sả băm,1M
Hến Xào Mít,Hành tím,3 củ
Hến Xào Mít,"Tiêu, dầu ăn",
Cá Basa Chiên Giòn Vị Chanh,File cá basa,300g
Cá Basa Chiên Giòn Vị Chanh,Cà chua bi,100g
Cá Basa Chiên Giòn Vị Chanh,Cải xoong,100g
Cá Basa Chiên Giòn Vị Chanh,Hành tây,1/2 củ
Cá Basa Chiên Giòn Vị Chanh,Vỏ chanh muối (băm nhỏ),1/2 trái
Cá Basa Chiên Giòn Vị Chanh,Nước cốt chanh,1/2 M
Cá Basa Chiên Giòn Vị Chanh,Tỏi băm,1M
Cá Basa Chiên Giòn Vị Chanh,Lá chanh Bắc,5 lá
Cá Basa Chiên Giòn Vị Chanh,Tương xí muội,1M
Cá Basa Chiên Giòn Vị Chanh,Ngò rí,
Cá Basa Chiên Giòn Vị Chanh,Dầu ăn,
Thịt Heo Ngâm Nước Mắm,Thịt chân giò,600g
Thịt Heo Ngâm Nước Mắm,Lọ thủy tinh,"1,5 lít 1 cái"
Thịt Heo Ngâm Nước Mắm,"Nước mắm, đường, phèn chua",
Thịt Heo Ngâm Nước Mắm,Thanh tre chẻ,
Thịt Heo Ngâm Nước Mắm,Bánh tráng,
Thịt Heo Ngâm Nước Mắm,"Kiệu ngâm giấm, đồ chua",
Thịt Heo Ngâm Nước Mắm,"Rau dưa, khế, chuối chát, tỏi",
Chân Gà Chiên Chấm Mắm Mè,Chân gà,500g (loại chân gà công nghiệp lớn)
Chân Gà Chiên Chấm Mắm Mè,Sả non,"5 cây (3 cây đập dập xé sợi, 2 cây vắt lấy nước)"
Chân Gà Chiên Chấm Mắm Mè,Nước cốt gừng,1M
Chân Gà Chiên Chấm Mắm Mè,Nước hành tím,2M
Chân Gà Chiên Chấm Mắm Mè,Mè trắng rang giã nhỏ,2M
Chân Gà Chiên Chấm Mắm Mè,Ớt băm,1M
Chân Gà Chiên Chấm Mắm Mè,Nước cốt chanh,1M
Chân Gà Chiên Chấm Mắm Mè,"Dầu ăn, nước mắm,đường",
Chân Gà Chiên Chấm Mắm Mè,Trang trí,"Xà lách, cà chua bi"
Dưa Món,Củ cải trắng khô,100g
Dưa Món,Đu đủ sấy khô,20g
Dưa Món,Kiệu tươi,50g
Dưa Món,Cà rốt,20g
Dưa Món,Tỏi,50g
Dưa Món,Thơm sấy khô,20g
Dưa Món,Ớt,2 trái
Dưa Món,Nước mắm,1/2L
Dưa Món,Đường,1/2 kg
Chả Tôm Nhân Phô Mai,Phô mai,15 viên (80g)
Chả Tôm Nhân Phô Mai,Tôm bóc vỏ,300g
Chả Tôm Nhân Phô Mai,Giò sống,80g
Chả Tôm Nhân Phô Mai,Đầu hành lá băm,1M
Chả Tôm Nhân Phô Mai,Cọng ngò rí băm,2M
Chả Tôm Nhân Phô Mai,Ớt sừng băm,2M
Chả Tôm Nhân Phô Mai,"Tương xí muội, dầu ăn",
Gà Cuộn Khoai Chiên Giòn,Ức gà phi lê,500g
Gà Cuộn Khoai Chiên Giòn,Khoai môn cau,30g
Gà Cuộn Khoai Chiên Giòn,Thịt ba chỉ,50g
Gà Cuộn Khoai Chiên Giòn,Khoai lang,30g
Gà Cuộn Khoai Chiên Giòn,Nước tỏi,2M
Gà Cuộn Khoai Chiên Giòn,Hành lá,2 cọng
Gà Cuộn Khoai Chiên Giòn,"Bột năng, tương ớt, dầu ăn, tiêu",
Gà Cuộn Khoai Chiên Giòn,Xà lách,
Cà Chua Nhồi Thịt Ghẹ,Cà chua,5 trái
Cà Chua Nhồi Thịt Ghẹ,Giò sống,100g
Cà Chua Nhồi Thịt Ghẹ,Thịt càng ghẹ,100g
Cà Chua Nhồi Thịt Ghẹ,Nấm mèo,2 tai
Cà Chua Nhồi Thịt Ghẹ,Bún tàu,1 lọn
Cà Chua Nhồi Thịt Ghẹ,Hành tây cắt hạt lựu,1M
Cà Chua Nhồi Thịt Ghẹ,Bột bắp,50g
Cà Chua Nhồi Thịt Ghẹ,Nước gừng,1/2 chén
Cà Chua Nhồi Thịt Ghẹ,"Hành tỏi băm Muối, tiêu, đường, dầu ăn, dầu màu điều",
Rau Tiến Vua Ngâm Chua,Tỏi,1 củ
Rau Tiến Vua Ngâm Chua,Ớt hiểm,5 trái
Rau Tiến Vua Ngâm Chua,Muối hột,4m
Rau Tiến Vua Ngâm Chua,Lọ thủy tinh,"1,5 lít 1 cái"
Rau Tiến Vua Ngâm Chua,Tre chẻ để gài,
