name,description,cook_time,level,servings,instructions,image_path
Nui Xào Hải Sản,"Nui xào hải sản là món ăn sáng, bữa ăn chính hoặc giữa bữa đều được, một món xào phong cách Âu, thích hợp cho cả người lớn lẫn trẻ con.",15,Dễ,4,"Luộc mềm nui với nước có cho 1M dầu và 1/2m muối, vớt ra xả nước lạnh cho nguội, để ráo, cho 1M dầu ăn vào xóc đều.
Cà chua bằm nhuyễn. Bắp hạt và đậu bi luộc chín.
Râu mực cắt miếng nhỏ. Tôm sú lột vỏ, chừa đuôi. Cồi sò điệp thấm ráo nước. Ướp hải sản với 1/2m muối, 1/2m tiêu và 1m hạt nêm Aji-ngon®, trộn đều để thấm.
Đặt chảo lên bếp, cho ít dầu, tỏi vào xào. Xào hải sản vừa chín tới, tắt lửa, cho ra tô.
Làm xốt: Cho ít dầu vào chảo, cho hành tây vào đảo sơ đến khi hành vừa trong. Cho cà chua vào xào ráo nước, nêm 1m hạt nêm Aji-ngon®, 1 ít nước và khuấy đều. Đợi cà chua rút bớt nước cho 1 ít nước dùng vào, thêm 1m cà chua hộp. Cho bắp hạt, đậu bi Hà Lan vào, nêm 1/2m muối, 1/2m đường, 1m hạt nêm Aji-ngon®. Cho hải sản vào đảo đều.
Xào nui: Trộn nui với 1m hạt nêm Aji-ngon®, 1m cà chua hộp. Xào sơ nui với ít dầu rồi cho ra đĩa.
Chan xốt cà chua và hải sản và trang trí ngò rí lên trên.",recipe_images/Nui_xào_hải_sản.jpg
Mì Gói Trộn,"Món ăn nhanh, dễ thực hiện nhưng không kém phần đẹp mắt, quý ông có thể trổ tài vào các ngày đặc biệt hoặc khi vợ vắng nhà.",20,Dễ,4,"Thịt heo xay ướp với 1/2m muối, 1m hạt nêm Aji-ngon®, 1/2m tiêu đầu hành băm và 1/3m đường, cho thêm 1M nước vào trộn đều, để thấm.
Hành lá cắt nhỏ. Ớt dùng 1 ít cắt lát, còn lại cắt sợi. Cá chua cắt đôi, bỏ hạt, băm nhỏ. Xà lách cắt sợi nhỏ, xếp ra dĩa.
Trụng mì gói trong nước sôi khoảng 1 phút, vớt ra để ráo, trộn với 1M dầu ăn rồi cho ra dĩa xà lách.
Phi thơm tỏi, xào săn thịt, nêm 1M nước tương “Phú Sĩ”, rồi cho cà chua vào, nêm thêm 1/2m hạt nêm Aji-ngon®, 1/2m đường, 1/2m muối. Xào đến khi sốt cô đặc lại thì cho hành lá và ít ớt vào. Tắt bếp.
Bày mì và xốt ra diã, rắc thêm tí tiêu và trang trí dĩa mì với ngò rí và ớt sợi. Khi ăn trộn đều tất cả các thành phần với nhau. Có thể dùng kèm với nước tương “Phú Sĩ” và ớt cắt lát.",recipe_images/Mì_gói_trộn.jpg
Lòng Gà Xào Miến,"Lòng gà xào miến kết hợp với các loại rau củ cung cấp đầy đủ chất dinh dưỡng với các chất bột, đạm, béo, vitamin, chất xơ…, là một món ngon và phù hợp với túi tiền của các bà nội trợ.",20,Dễ,4,"Rửa lòng gà bằng hỗn hợp gừng băm pha với 1 ít rượu để tẩy mùi, rồi rửa lại sạch bằng nước. Gan cắt miếng mỏng, mề gà cắt khía. Tim cắt đôi. Ướp lòng với 1 ít hành tím băm, 1/2m tiêu, 1/2m đường, 1/2m muối, 1m hạt nêm Aji-ngon®, đảo đều và để thấm gia vị.
Miến ngâm nước ấm 20 phút, vớt để ráo.
Ớt chuông, cà rốt cắt sợi. Hành tây cắt lát mỏng. Giá lặt bỏ gốc.
Cần tây tước vỏ, cắt khúc 4cm rồi chẻ dọc như cọng giá.
Phi thơm hành tỏi băm rồi cho miến vào trộn đều, nêm thêm 1/2m muối , 1/2m tiêu và 1/2m hạt nêm Aji-ngon®, trút ra dĩa.
Phi thơm tỏi hành tím băm, cho lòng gà vào xào săn rồi cho tiếp cà rốt, cần tây, ớt chuông, hành tây và giá vào, nêm 1/2m hạt nêm Aji-ngon® và 1/2 chén nước. Sau cùng cho miến vào, đảo nhanh tay rồi tắt bếp.
Bày miến xào ra dĩa, rắc tiêu và trang trí ngò rí lên trên. Có thể dùng kèm với nước tương “Phú Sĩ” và ớt xắt lát.",recipe_images/Lòng_gà_xào_miến.jpg
Canh Mít Non Củ Năng,"Bên cạnh vị ngọt rất đặc biệt từ tôm và mít non, món này còn có thêm vị bùi của mít và mùi thơm của lá lốt, tất cả kết hợp tạo thành một món ăn hấp dẫn, phù hợp để thay đổi khẩu vị gia đình.",25,Dễ,4,"Tôm bỏ đầu, chỉ đen, và đuôi, đập dập quết với đầu hành lá, nêm 1/2m hạt nêm Aji-ngon®, 1/3m tiêu, để thấm.
Mít non bào mỏng, chần qua nước sôi có 1m muối, xả nước lạnh, để ráo.
Củ năng cắt lát. Lá lốt cắt nhỏ. Ớt sừng cắt lát. Hành lá cắt nhỏ.
Đun sôi nước dùng, nêm 1M hạt nêm Aji-ngon®, dùng muỗng múc tôm thả vào, thêm mít và củ năng, lá lốt, ớt sừng và 1M nước mắm, nấu sôi khoảng 5 phút, tắt bếp.
Dùng nóng với cơm.",recipe_images/Canh_mít_non_củ_năng.jpg
Canh Cá Chim Nấu Ngót,"Đây là loại canh chua khá đặc biệt của người miền Nam, mang vị ngọt tự nhiên của cá và vị chua từ cà chua chứ không dùng me, do đó có vị chua nhè nhẹ, thơm dịu, rất thơm ngon.",15,Dễ,4,"Cá làm sạch, đập dập 2 đầu hành lá và 2 cọng cần tàu nhét vào bụng cá, ướp cá với 1m Giấm gạo lên men LISA®, 1m muối và 1m bột ngọt AJI-NO-MOTO®
Cà chua 1 trái cắt múi, 1 trái băm nhỏ. Phi thơm 1/2m tỏi băm với 1M dầu ăn, cho cà chua băm vào xào, nêm 1/4m muối và 1/4m đường.
Hành lá, cần tàu cắt khúc 3cm. Ớt sừng cắt lát.
Đun sôi 1 lít nước, cho cá vào, đợi nước sôi lại thì cho cà chua vào, nêm 1m muối, 1m đường, 1M Giấm gạo lên men LISA®, và 1m bột ngọt AJI-NO-MOTO®. Cho cà chua xào vào, tắt lửa, 1M nước mắm, cho ớt và rau thơm vào.
Múc canh ra tô, dùng nóng với cơm trắng.",recipe_images/Canh_cá_chim_nấu_ngót.jpg
Canh Lươn Nấu Khế,"Món canh này ngoài việc cung cấp nhiều chất dinh dưỡng cho cơ thể, còn có hương vị thơm ngon, canh ngọt và béo, có vị chua dịu lạ lạ của khế, thơm mùi sả và các loại rau thơm, không dùng dầu mỡ nhiều nên ít ngán.",15,Dễ,4,"Lươn làm sạch, cắt khúc khoảng 4cm, ướp lươn với 1/2m muối và 1/4m bột ngọt AJI-NO-MOTO®, để 10-15 phút cho thấm.
Cà chua 1 trái cắt múi cau, 1 trái băm nhỏ. Đun nóng 1M dầu ăn, phi thơm tỏi rồi cho cà chua băm vào xào, nêm 1/4m muối và 1/4m đường.
Chuối xanh tước vỏ, bổ đôi rồi cắt xéo dày 2cm, ngâm vào nước muối.
Khế chua gọt bỏ rìa, cắt lát dọc, bỏ lõi giữa.
Sả cắt khúc, đập dập. Rau thơm rửa sạch, cắt nhỏ.
Phi thơm tỏi, sả và 3 lát ớt, cho lươn vào xào với lửa to đến khi lươn săn và thơm gia vị. Trút lươn xào vào nồi có khoảng 1 lít nước sôi, hớt bọt rồi cho chuối vào nấu đến khi gần chín, tiếp tục cho khế và cà chua vào nấu chín. Cuối cùng cho cà chua băm đã xào vào. Nêm 2m đường, 1/2m bột ngọt AJI-NO-MOTO®, 1,5M Giấm gạo lên men LISA®, 1m muối và 1M nước mắm.
Múc canh ra tô, rắc rau thơm, ớt cắt lát và tỏi phi lên trên. Dọn kèm nước mắm nguyên chất và ớt cắt lát.",recipe_images/Canh_lươn_nấu_khế.jpg
Mực Xào Dưa Cải,"Mang hương vị thơm ngon do có sự hòa quyện giữa mực và các loại rau củ, món ăn này mang lại cảm giác ấm cúng vào mùa đông, hơn nữa mực cung cấp nhiều canxi, các vitamin B1, B2, phospho, sắt rất tốt cho sức khỏe.",20,Dễ,4,"Mực khứa ca rô bên ngoài, cắt miếng vừa ăn, ướp 1/3m muối, 1/2m bột ngọt AJI-NO-MOTO®, 1/2m tỏi băm, 1/2m hành tím băm, 1/3m tiêu sọ, để thấm.
Gừng băm nhỏ. Cà chua, hành tây cắt múi cau. Hành lá cắt khúc. Cần tây cắt xéo.
Cải cắt miếng vừa ăn, ướp 1m đường, 1m gừng băm, 1/3m bột ngọt AJI-NO-MOTO®, để thấm.
Phi thơm hành tỏi và gừng băm, xào mực vừa chín tới với lửa lớn, cho 1m rượu trắng, trút ra dĩa. Tiếp tục xào dưa cải, thêm ít nước, nêm 1/3M hạt nêm Aji-ngon®, cho cà chua, hành tây, cần tây vào xào vừa chín, cuối cùng thêm mực vào xốc đều, tắt bếp.
Trình bày món ăn ra dĩa, rắc thêm hành ngò và tiêu, dùng nóng với cơm.",recipe_images/Mực_xào_dưa_cải.jpg
Canh Hẹ Nấu Thịt,"Đây là món canh thanh mát giải nhiệt dễ nấu dễ làm, chỉ sử dụng nguyên liệu dân dã như hẹ, đậu hũ, thịt heo… nhưng hương vị vẫn rất hấp dẫn.",20,Dễ,4,"Đậu hũ cắt miếng vuông. Hẹ cắt khúc 3cm.
Thịt nạc heo băm nhỏ, tim heo rửa sạch, cắt mỏng, ướp với 1/2m tiêu, 1/2m muối, 1/2m nước mắm, 1/2m bột ngọt AJI-NO-MOTO®, 1/2m hạt nêm Aji-ngon® và hành tím băm.
Ngò rí rửa sạch, cắt nhuyễn.
Dùng ít nước sôi để rửa đậu hũ
Phi hành tím, cho thịt nạc và tim heo vào xào săn.
Đun sôi nước, cho đậu hũ, thịt và tim vào nấu chín, nêm muối, nước mắm, bột ngọt AJI-NO-MOTO® và hạt nêm Aji-ngon® cho vừa ăn. Cuối cùng cho hẹ vào rồi tắt bếp.
Múc canh ra tô, rắc ngò rí và tiêu lên trên, dùng nóng.",recipe_images/Canh_hẹ_nấu_thịt.jpg
Cá Lóc Xào Rau Cần Nước,"Vị cá và rau cần nước thơm ngọt, vị nồng của rau răm giúp món ăn lạ miệng mà không bị ngán, món xào này ăn với cơm thì ngon hết biết.",25,Dễ,4,"Cá lóc cắt miếng 3 x 5cm. Ướp với 1/2m hạt nêm Aji-ngon®, 1/3M tiêu, 1M hành tỏi băm, 1M Giấm gạo lên men LISA®.
Rau cần nước rửa sạch, bỏ phần rễ đen. Ngâm vào nước có pha chút giấm khoảng 5 phút, vớt ra để ráo. Rau răm cắt nhỏ.
Phi thơm hành tỏi băm, cho cá vào xào săn, trút ra dĩa.Tiếp tục xào rau cần, nêm 1M Giấm gạo lên men LISA®, 1M đường, 1M nước mắm, cho cá và rau răm vào đảo đều, tắt lửa
Cho cá lóc xào rau ra dĩa, rắc thêm tiêu, dùng nóng với cơm trắng.",recipe_images/Cá_lóc_xào_rau_cần_nước.jpg
Tôm Kho Tàu,"Cùng vói thịt kho tàu thì món tôm kho tàu là món đặc trưng của Nam bộ, được kho bằng nước dừa tạo nên vị ngọt, vị thơm đặc trưng của món ăn, mà người miền Nam hay gọi là “kho tàu”",25,Dễ,4,"Tôm cắt chân, bỏ vỏ, chừa đuôi, bỏ phần đầu, nặn gạch tôm để riêng, sau đó chẻ sống lưng, rút bỏ chỉ đen, rửa sạch, để ráo.
Cho tôm vào chiên cho tôm săn lại, tôm hơi vàng gắp ra tô.
Ướp tôm với 1 ít dầu hành lá băm, 1m hạt nêm Aji-ngon®, 1/2m tiêu, 1/2m đường, 1/2m muối, 1/2m tỏi băm và 1m nước mắm.
Gạch tôm tán mịn, cho thêm 1m nước chanh, 1/2m đường, 1/2m dầu, 1/2m tiêu, 1/2m nước mắm, vẫn để trong chén, đặt trong nồi nước trên bếp với lửa nhẹ, khuấy đều đến khi gạch tôm sền sệt, rưới đều lên tôm.
Cho tôm vào nồi kho cho tôm hơi săn lại. Thêm nước dừa vào, trở đều cho tôm thấm gia vị và thêm 1/2m dầu điều cho món ăn thêm hấp dẫn.
Kho lửa nhỏ đến khi nước hơi sánh lại là được. Thêm 1/2m tiêu và hành lá vào rồi tắt lửa.</p
Múc tôm ra dĩa, dùng với cơm nóng.",recipe_images/Tôm_kho_tàu.jpg
Ếch Kho Nước Tương,"Là món ăn ngon và có nhiều chất bổ dưỡng, thích hợp với thời tiết mùa lạnh, trong thịt ếch có protit, lipit, canxi, photpho, sắt, vitamin B1, vitamin B2… rất tốt cho sức khỏe.",20,Dễ,4,"Hành lá cắt nhỏ, đầu hành lá 1 ít băm nhỏ, 1 ít cắt khúc. Hành tím băm nhỏ. Ớt hiểm đập dập. Lá lốt cắt nhỏ.
Đùi ếch làm sạch, ướp 2m đầu hành băm, 1m hành tím băm, 1m Bột ngọt AJINOMOTO AJI-NO-MOTO®, 1m ớt bột, 1/3m tiêu, để thấm.
Hỗn hợp nước kho: khuấy đều hỗn hợp gồm 3m 3M Nước tương LISA, 1M đường, 1 chén nước.
Phi thơm hành tím, cho ếch vào xào săn, cho thêm 1M ớt bột. Sau đó, trút ếch qua nồi đất, cho hỗn hợp nước kho vào, tiếp tục cho đầu hành lá, ớt hiểm, kho lửa vừa đến khi nước sệt lại, thêm lá lốt, hành lá, tiêu, tắt bếp.
Cho ếch ra dĩa, dùng nóng với cơm trắng.",recipe_images/Ếch_kho_nước_tương.jpg
Gỏi Cải Thảo,"Cải thảo khi được dùng trộn gỏi sẽ có hương vị rất lạ, ăn rất mát, có vị giòn ăn cùng thịt nguội rất hấp dẫn, phù hợp để thay đổi khẩu vị vào dịp cuối tuần.",15,Dễ,4,"Cải thảo tách lấy lá, rửa sạch, cắt sợi dày khoảng 0,5cm, ngâm vào nước đá lạnh 3 phút, vớt ra để ráo.
Cà rốt, cọng cần tây rửa sạch, cắt sợi. Lá cần tây cắt nhuyễn.
Hành tây cắt lát mỏng, ướp với 1m đường để thấm 10 phút.
Thịt nguội cắt sợi vừa ăn.
Pha nước trộn: trộn đều 2M giấm gạo LISA với 2M đường, 1/2m muối, 1/2m tiêu và 1m dầu mè.
Trộn gỏi: cho cải thảo, hành tây, cà rốt, cần tây và thịt nguội vào tô, trộn đều với nước trộn gỏi.
Cho gỏi cải thảo ra dĩa, rắc mè lên trên.",recipe_images/Gỏi_cải_thảo.jpg
Cá Trê Kho Gừng,"Đây là món kho mang đậm phong cách Nam bộ, vừa ngon vừa dinh dưỡng, phù hợp với túi tiền của các bạn nội trợ, trong đó có nguyên liệu gừng không chỉ thơm ngon mà còn có tác dụng giải cảm nữa.",25,Dễ,4,"Cá trê làm sạch, cắt bỏ cục máu tanh hai bên ngạnh cá, cắt khứa dày 2cm. Ướp cá với 1m muối, 1m hành tím băm, 1/2m tiêu, 1m đường, 1m nước màu, gừng cắt lát, nước mắm và 1/2m bột ngọt AJI-NO-MOTO®o, để 15 phút cho thấm.
Gừng gọt vỏ, cắt lát, 1 ít cắt sợi. Hành lá cắt nhỏ, ớt hiểm đập giập.
Đun nóng 1M dầu điều trong nồi đất rồi cho cá vào, kho cá lúc đầu lửa to cho cá săn, trở đều cá, bỏ vào 2 trái ớt, thêm 1 chén nước sôi rồi bớt lửa. Kho nhỏ lửa đến khi cá chín và thấm gia vị. Thêm 2M nước, 1M bột gạo vào cho nước kho có độ sánh vừa phải, kho thêm 5 phút thì tắt bếp, rắc tiêu, gừng cắt sợi và hành lá cắt nhỏ lên mặt.
Dùng cá trê kho gừng với cơm nóng hoặc cháo trắng.",recipe_images/Cá_trê_kho_gừng.jpg
Giò Heo Kho Nấm Đông Cô,"Thịt giò heo kho bằng nồi áp suất mềm ơi là mềm, thấm vị dầu hào, hành tím thơm ơi là thơm, nấm đông cô cũng thơm ngon không kém, dầm ớt hiểm ra để nước kho có vị cay the nhè nhẹ nữa… Ăn món này dễ hết cơm quá đi mất 🙂",25,Dễ,4,"Ướp giò heo với 1M nước hành tím, 1m muối, 1m bột ngọt AJI-NO-MOTO®, trộn đều để 15 phút cho thấm gia vị.
Nấm đông cô ngâm mềm, ướp với 1M nước hành tím, 1M dầu hào, 1M tiêu bể, để thấm.
Chiên sơ giò heo với lửa lớn đến khi vàng ngoài da, vớt ra để ráo dầu.
Phi thơm hành tỏi, cho giò heo và nấm vào xào săn, thêm nước dừa và ớt khô, nêm 1M dầu hào,1/2M muối, 1M tiêu bể, 1M bột ngọt AJI-NO-MOTO®, hạ lửa nhỏ kho cho đến khi giò heo chín mềm. Tắt lửa.
Cho giò heo ra tô, trang trí ngò rí, hành lá và ớt. Dùng với cơm trắng .",recipe_images/Giò_heo_kho_nấm_đông_cô.jpg
Canh Sườn Cải Chua,"Món canh sườn cải chua có vị đậm đà, mùi thơm của cải chua nồng nàn giúp kích thích vị giác giúp ăn ngon miệng, phù hợp với thời tiết se lạnh.",25,Dễ,4,"Sườn non chặt miếng vừa ăn ướp với 1/2m tiêu, 1M hành tím băm, 1m hạt nêm Aji-ngon®, để thấm.
Cải chua cắt khúc 2cm. Hành lá cắt khúc 3cm. Cà chua cắt múi cau.
Rang khô hành tím và gừng đập dập, trút sườn vào xào săn, thêm 1,5 lít nước vào nồi, nấu lửa nhỏ 10 phút, cho cải chua vào, nêm 1M hạt nêm Aji-ngon®, 1M đường, nấu sôi và cho cà chua vào nấu chín kĩ, thêm hành lá vào rồi tắt bếp, nêm 2M nước mắm.
Múc canh ra tô, dùng nóng với cơm.",recipe_images/Canh_sườn_cải_chua.jpg
Đậu Đũa Xào Lá Chanh,"Đậu đũa giữ nguyên độ giòn, thịt gà thấm vị vừa ăn. Món đậu đũa xào lá chanh vừa quen mà vừa lạ. Các chị em thử nhé!",20,Dễ,4,"Lá chanh cắt sợi, lấy 1 ít băm nhuyễn. Đậu đũa cắt bỏ đầu, đuôi, cắt khúc ngắn 5cm.
Thịt gà cắt miếng mỏng, ướp 1M hành tỏi băm, 1/3M tiêu, 1/3M đường, 1/2M hạt nêm Aji-ngon®, lá chanh băm nhuyễn, búng 1 ít bột năng.
Phi thơm hành tỏi, cho thịt gà vào xào chín, cho đậu đũa vào xào, thêm khoảng 5M nước cho đậu đũa chín hẳn, nêm 1M nước mắm, 1/2m đường, đảo đều, tắt lửa. Rắc lá chanh cắt sợi lên trên.
Dùng nóng với cơm trắng.",recipe_images/Đậu_đũa_xào_lá_chanh.jpg
Cá Basa Cuốn Tía Tô,"Cá basa chiên vàng giòn được cuốn vào trong chiếc lá tía tô thơm lừng với chút rau dưa, chấm vào chén nước mắm chua ngọt thì cuối tuần là đủ thú vị rồi đấy!",30,Dễ,4,"Cá basa cắt miếng ngang 2cm, dài khoảng 8cm. Ướp cá với 1/3M tiêu, 1/2M hạt nêm Aji-ngon®, 1M hành băm.
Hành lá trụng sơ. Dưa leo cắt cọng 1cm. Cà rốt cắt sợi, ngâm giấm đường.
Đặt chảo lên bếp, chiên cá basa vàng giòn. Vớt ra để ráo dầu. Để nguội.
Trải lá tía tô ra dĩa, lần lượt cho cà rốt, dưa leo và 1 nhánh lá đinh lăng vào. Đặt cá basa lên, dùng muỗng phết xốt Mayonnaise Aji-Mayo® Ngọt Dịu lên trên, sau đó rắc thính, cuốn tròn. Dùng hành lá cột lại.
Làm nước mắm chua ngọt: hòa tan 2M nước mắm, 3M nước đun sôi để nguội với 1M đường, 1m nước cốt chanh và 1m tỏi ớt băm.
Dọn cuốn cá basa ra dĩa. Ăn kèm nước mắm chua ngọt.",recipe_images/Cá_basa_cuốn_tía_tô.jpg
